id,original_dialogue,translated_dialogue,original_summary,translated_summary
13612149-1,"Morgan: Hey gorgeous, how’s your day?
Suzanne: Nothing special, it’s just one of many boring days at work. But… better now though!
Morgan: Are you working at all? 😉
Suzanne: I’m trying 😉 But you aren’t helping me, at all
Suzanne: I’m just taking a well-deserved break 😉
Morgan:  I miss you Suzie
Suzanne: I miss you too Morgan
Morgan: Do you feel like going to a concert next week? Maroon 5 is playing at the Hulu Theater at Madison Square Garden.
Morgan: As it happens, I’ve got two tickets 😉
Morgan: Do you want to go?
Suzanne: Really? OMG! That’s wonderful!
Suzanne: Thank you sweetheart!
Morgan: Oh, nothing. I just want you to be happy 😉","مُرگان: سلام زیبا، روزت چطور بود؟  
سوزان: چیز خاصی نیست، فقط یکی از روزهای خسته‌کننده در محل کار. ولی... الان بهتر است!  
مُرگان: اصلاً کار می‌کنی؟ 😉  
سوزان: دارم تلاش می‌کنم 😉 ولی اصلاً کمکی از طرف تو نمی‌بینم.  
سوزان: فقط دارم یک استراحت سزاوارانه می‌گیرم 😉  
مُرگان: دلم برات تنگ شده سوزی.  
سوزان: منم دلم برات تنگ شده مُرگان.  
مُرگان: آیا دوست داری هفته آینده به یک کنسرت بروی؟ مارون 5 در تئاتر هولو در مادیسون اسکوئر گاردن اجرا دارد.  
مُرگان: جالب اینجاست که من دو تا بلیط دارم 😉  
مُرگان: می‌خواهی برویم؟  
سوزان: واقعاً؟ خدایا! این فوق‌العاده است!  
سوزان: مرسی عزیزم!  
مُرگان: اوه، چیزی نیست. فقط می‌خواهم تو خوشحال باشی 😉",Suzanne is at work and is having a break now. Morgan invites Suzanne to a concert of Maroon 5 which takes place next week at the Hulu Theatre at Madison Square Garden. Suzzanne agrees.,سوزان در محل کار است و اکنون یک استراحت دارد. مگان سوزان را به یک کنسرت مارون 5 دعوت می‌کند که هفته آینده در تئاتر هولو در مادیسون اسکوئر گاردن برگزار می‌شود. سوزان موافقت می‌کند.
13818620,"Liam: <file_other>
Liam: have you read this one?
Julia: wow, I didn't even know that it existed
Julia: thanks! The last one I read was Die again
Liam: this one is like from 2014?
Julia: yep
Liam: I've heard that city library is organizing a meeting with Tess
Julia: really? That would be really awesome
Liam: just check it out on their facebook","لیام: <file_other>  
لیام: آیا این یکی رو خوندی؟  
جولیا: واو، حتی نمی‌دانستم که وجود داره.  
جولیا: ممنون! آخرین کتابی که خوندم Die Again بود.  
لیام: این یکی مربوط به ۲۰۱۴ هست؟  
جولیا: بله  
لیام: شنیدم که کتابخانه شهری داره یک جلسه با تِس برگزار می‌کنه.  
جولیا: واقعاً؟ این واقعا فوق‌العاده خواهد بود.  
لیام: فقط تو فیسبوکشون چک کن!",The last one Julia read was Die again from 2014. There's going to be a meeting with Tess organized by the city library. ,"آخرین کتابی که جولیا خواند ""دوباره بمیر"" از سال ۲۰۱۴ بود. قرار است نشستی با تِس توسط کتابخانه شهری برگزار شود."
13810034,"Ali: I think I left my wallet at your place yesterday. Could you check? 
Mohammad: Give me a sec, I'll have a look around my room.
Ali: OK.
Mohammad: Found it!
Ali: Phew, I don't know what I'd do if it wasn't there. Can you bring it to uni tomorrow?
Mohammad: Sure thing.","علی: فکر کنم دیروز کیف پولم رو پیش تو جا گذاشتم. می‌تونی چک کنی؟  
محمد: یک لحظه بزار، دور و بر اتاقم رو می‌بینم.  
علی: باشه.  
محمد: پیداش کردم!  
علی: اوه، نمی‌دونم اگه اونجا نبود چه کار می‌کردم. می‌تونی فردا به دانشگاه بیاریش؟  
محمد: حتما.",Ali left his wallet at Mohammad's place. Mohammad'll bring it to uni tomorrow.,علی کیف پولش را پیش محمد جا گذاشت. محمد فردا آن را به دانشگاه می‌آورد.
13680607,"Laura: where will we go tommorow?
Linda: maybe this italian restaurant?
Laura: hmm ok
Linda: i love their pasta
Linda: and brownie :)
Laura: i thouht you dont eat sweets
Linda: this brownie is not so sweet","لورا: فردا کجا خواهیم رفت؟  
لیندا: شاید این رستوران ایتالیایی؟  
لورا: hmm خوبه  
لیندا: من پاستای آنها را دوست دارم  
لیندا: و براونی :)  
لورا: فکر کردم شیرینی نمی‌خوری  
لیندا: این براونی خیلی شیرین نیست",Linda and Laura are going to an Italian restaurant tomorrow.,لیندا و لورا فردا به یک رستوران ایتالیایی می‌روند.
13821155,"Natalie: Well well weeeeeell, I see somethings going on here at last
Martin: (Y)
Adam: any confirmed data?
Anna: Hello everyone!!! Id love to invite everybody to my bday. I would be extremaly happy if you could come 6th of November at 1930
Martin: <3
Margot: <3
Mia: (Y)","نتالی: خب خب خب، بالاخره می‌بینم که اینجا یک چیزی در حال اتفاق افتادنه  
مارتین: (Y)  
آدام: آیا اطلاعات تایید شده‌ای هست؟  
آنا: سلام به همه!!! دوست دارم همه رو به تولدم دعوت کنم. اگر بتونید در تاریخ ۶ نوامبر ساعت ۱۹:۳۰ بیاید، خیلی خوشحال می‌شم  
مارتین: <3  
مارگوت: <3  
میا: (Y)",Anna organises a birthday's party on the 6th of November at 19:30.,آنا یک مهمانی تولد در تاریخ 6 نوامبر ساعت 19:30 برگزار می‌کند.
13681586,"Mia: babe, do you mind if i go out after work tonight?
Elliot: yeah, sure. go for it ;) 
Mia: thanks, babe. it's gonna be girls night out 
Elliot: what're u up to?
Mia: well, you know we gonna grab some drinks have some nice time outside of work
Elliot: don't be too late please and if you need me to pick u up just give me a ring ","میа: عزیزم، مشکلی نداری اگه بعد از کار امشب بیرون برم؟  
الیوت: آره، حتماً. برو جلو ;)  
میа: مرسی عزیزم. شب دخترونه‌ای خواهد بود.  
الیوت: به کجا می‌رید؟  
میа: خوب، می‌دونی که می‌خواهیم چند نوشیدنی بگیریم و از خارج از کار لذت ببریم.  
الیوت: لطفاً خیلی دیر نکن و اگه نیاز داشتی بیام دنبالت، فقط بهم زنگ بزن.","Mia is going out after work tonight with her female friends. If she wants, Elliot will come and pick her up.",میا امشب بعد از کار با دوستانش بیرون می‌رود. اگر بخواهد، الیوت می‌تواند بیاید و او را ببرد.
13681541,"Jayden: But I don't need kids. Kids means over. At least for a woman
Brennan: Over what ?
Jayden: The end of normal life. Being pregnant, suffering because of this etc
Brennan: Hmm so I need to look for another mother to my kids then. Haha
Jayden: Being obligated to be with the. 24h. Men have only sex and they wait for kids while women suffer
Brennan: I don't agree...
Jayden: I wish I could do the same. Then probably i would say the same like u.
Brennan: Guys like me would be there through it all to reduce the suffering
Jayden: Physical suffering. No one can do anything with this. I wish I could just have sex and wait for a baby while having a normal life. Not getting fat, having the same body, the same breast and not disgusting ... Not feeling sick, not having pain, being able to do every day stuff even like walking...
Brennan: It's gonna happen eventually
Jayden: I was I'm a store, behind me there was a pregnant woman, she dropped some money and she couldn't even take them from the floor... I had to help her
Brennan: That's because she's about to give birth
Jayden: I hope that maybe soon they will be possible to have a child without being pregnant. Yes! And she's suffering
Brennan: Any I'm sorry for feeding you with my bullshit
Jayden: While a man is doing his normal stuff. U mean the conversation?
Brennan: I hope you find a guy that can give you the sex you want and not get pregnant
Jayden: Would be awesome
Brennan: I'm gonna go to sleep now. Good night
Jayden: I said I don't want to have any children now! Maybe in the future when I have a good job, I'm financially independent. Good night","جییدن: اما من نیازی به بچه ندارم. بچه یعنی پایان. حداقل برای یک زن.
برنن: پایان چه چیزی؟
جییدن: پایان زندگی عادی. باردار بودن، رنج کشیدن به خاطر این و غیره.
برنن: Hmm پس من باید دنبال یک مادر دیگر برای بچه‌هام بگردم. Haha
جییدن: ملزم به بودن با آنها. ۲۴ ساعت. مردها فقط به دنبال رابطه جنسی هستند و منتظر بچه می‌مانند در حالی که زنان رنج می‌کشند.
برنن: من با این نظر موافق نیستم...
جییدن: ای کاش می‌توانستم همین کار را بکنم. سپس احتمالاً همان چیزی را می‌گفتم که تو می‌گویی.
برنن: مردانی مثل من در تمام این مراحل در کنارت خواهند بود تا رنج را کاهش دهند.
جییدن: رنج جسمی. هیچ‌کس نمی‌تواند با این چیزی بکند. ای کاش می‌توانستم فقط رابطه جنسی داشته باشم و در عین حال یک زندگی عادی داشته باشم. نه چاق شدن، داشتن همان بدن، همان سینه و غیرقابل تحمل نبودن... نه احساس بیمار بودن، نه درد داشتن، و توانایی انجام کارهای روزمره حتی مثل راه رفتن...
برنن: این در نهایت اتفاق خواهد افتاد.
جییدن: من در یک فروشگاه بودم، پشت سرم یک زن باردار بود، او کمی پول انداخت و حتی نتوانست آن را از روی زمین بردارد... مجبور شدم به او کمک کنم.
برنن: این به خاطر این است که او نزدیک به زایمان است.
جییدن: امیدوارم شاید به زودی امکان‌پذیر باشد که بدون باردار شدن بچه داشته باشیم. بله! و او در حال رنج کشیدن است.
برنن: به هر حال، متأسفم که با مزخرفاتم تو را سیراب کردم.
جییدن: در حالی که یک مرد کارهای عادی‌اش را انجام می‌دهد. منظورت از گفتگو چیست؟
برنن: امیدوارم مردی را پیدا کنی که بتواند رابطه جنسی مورد نظرت را بهت بدهد و حاملگی نداشته باشد.
جییدن: فوق‌العاده خواهد بود.
برنن: حالا می‌خواهم بخوابم. شب بخیر.
جییدن: گفتم که اکنون نمی‌خواهم هیچ بچه‌ای داشته باشم! شاید در آینده وقتی که کار خوبی داشته باشم و مستقل مالی باشم. شب بخیر.",Jayden explains Brennan why she doesn't want to be pregnant.,جیدن به برنن توضیح می‌دهد که چرا نمی‌خواهد باردار شود.
13680611,"Steve: BTW, USA won last night!
Gulab: I forgot to check!
Steve: England playing tomorrow at 2:00!
Gulab: That's right, Croatia?
Steve: Yep.","Steve: راستی، آمریکا دیشب برنده شد!
Gulab: فراموش کردم چک کنم!
Steve: انگلیس فردا در ساعت ۲:۰۰ بازی دارد!
Gulab: درست است، با کرواسی؟
Steve: بله.",USA won last night. England is playing against Croatia tomorrow at 2.,ایالات متحده شب گذشته پیروز شد. انگلستان فردا ساعت ۲ به مصاف کرواسی می‌رود.
13729722,"John: Ela i am coming in 10 mins please give me my walle outside t i forgot it
Ela: yes just saw it when you are here call me
John: but your phone is busy thats why i messaged keep it free please i am getting late
Ela: oh yes was talking to mom ... its free now
John: ok","جان: الا، من در ۱۰ دقیقه می‌رسم، لطفاً کیفم را بیرون بده، فراموشش کرده‌ام.  
الا: بله، تازه دیدم. وقتی رسیدی، زنگ بزن.  
جان: ولی تلفن تو مشغوله، به همین خاطر پیغام دادم. لطفاً آن را آزاد نگه‌دار، دارم دیر می‌شوم.  
الا: اوه بله، داشتم با مامان صحبت می‌کردم... حالا خالی است.  
جان: خوب.",John forgot his wallet. He wants Ela to give it to him outside in 10 minutes.,جان کیف پولش را فراموش کرد. او می‌خواهد اله کیف پولش را در ۱۰ دقیقه بیرون به او بدهد.
13730529,"Mary: Did you tell your sister I am doing online job?
Mark: yes !
Mary: why
Mark: because she keep saying your good for nothing?
Mary: dint I tell you I don’t care?
Mark: what happened?
Mary: see I don’t want to prove anything to anyone..
Mark: I know… but I was just feeling proud so it was kind of show off…
Mary: she is asking everyone… and trying to get to the people I am working for
Mark: really!! I am sorry for that…
Mary: don’t be! I understand your feelings…  but u know how she is…
Mark: I know!! :? 
Mary: don’t be sad now its ok.. she cant do much about it… chill its ok but just be careful
Mark: I will be ..
Mary: btw it feels good that she is so jealous :P
Mark: lol my aim was to make her feel jealous
Mary: but i dont like it that she tries to contact the people i am working for ... what does she want?
Mark: may be she wants to confirm if its true... because its not easy to digest that your working from home and earning well!!!
Mary: whatever i just hate her
Mark: chill now .... :) love you
Mary: i am chilled :cool: ... love you too honey","مری: آیا به خواهرت گفتی که من شغف آنلاین دارم؟
مارک: بله!
مری: چرا؟
مارک: چون او مدام می‌گوید تو به هیچ دردی نمی‌خوری؟
مری: مگه بهت نگفتم که برام مهم نیست؟
مارک: چه اتفاقی افتاد؟
مری: ببین، من نمی‌خواهم چیزی را به کسی ثابت کنم...
مارک: می‌دانم... اما من داشتم احساس افتخار می‌کردم، پس این کمی به رخ کشیدن بود...
مری: او از همه سؤال می‌کند... و سعی می‌کند با افرادی که من برایشان کار می‌کنم، ارتباط برقرار کند.
مارک: واقعاً!! بابت این موضوع متأسفم...
مری: نگران نباش! من احساساتت را درک می‌کنم... اما خودت می‌دانی او چطور است...
مارک: می‌دانم!! :? ☹️
مری: حالا غمگین نباش، خوبه... او نمی‌تواند کار زیادی در این مورد بکند... آرام باش، خوبه اما فقط مواظب باش.
مارک: مراقب خواهم بود...
مری: راستی، احساس خوبی دارم که او اینقدر حسود است :P
مارک: خنده‌دار است، هدفم این بود که او را حسود کنم.
مری: اما دوست ندارم که او سعی کند با افرادی که برایشان کار می‌کنم، تماس بگیرد... چه قصدی دارد؟
مارک: شاید می‌خواهد تأیید کند که آیا حقیقت دارد... چون هضم این که تو از خانه کار می‌کنی و خوب هم درآمد داری، آسان نیست!!!
مری: هر چی، من واقعاً از او متنفرم.
مارک: حالا آرام باش .... :) دوستت دارم.
مری: من آرامم :cool: ... منم دوستت دارم عزیزم.",Mark told his sister that Mary is doing an online job. Mark's sister is contacting people to confirm it. Mark thinks she's jealous. Mary hates Mark's sister.,مارک به خواهرش گفت که ماری یک شغل آنلاین دارد. خواهر مارک در حال تماس با افراد است تا این موضوع را تأیید کند. مارک فکر می‌کند او حسادت می‌کند. ماری از خواهر مارک متنفر است.
13813575,"Fiona: Are you free?
Tina: Yes, what's up?
Fiona: I'm trying to prepare a nice dinner for Chris and I thought that maybe I could prepare this tart of yours :)
Tina: I'm flattered!
Fiona: Well, it IS delicious :) Could help me do it?
Tina: Sure! It's not difficult. Do you have anything ready?
Fiona: I must admit I bought the crust...
Tina: Oh, ok :P Pity, but well, it's too late now.
Fiona: I tried making the filling once, but I finished with lemony scrambled eggs...
Tina: It happens, don't worry. The thing is that once you start adding eggs you can't stop mixing it, otherwise you'll end up with scrambled eggs.","فیونا: آیا وقت داری؟  
تینا: بله، چه خبر؟  
فیونا: دارم سعی می‌کنم یک شام خوشمزه برای کریس آماده کنم و فکر کردم شاید بتوانم این تارت شما را درست کنم :)  
تینا: از این بابت خوشحالم!  
فیونا: خب، واقعاً خوشمزه است :) می‌توانی کمکم کنی تا درستش کنم؟  
تینا: حتماً! سخت نیست. آیا چیزی آماده داری؟  
فیونا: باید اعتراف کنم که پوسته را خریدم...  
تینا: اوه، خوب :) افسوس، اما حالا دیگر خیلی دیر شده.  
فیونا: یک بار سعی کردم پرش را درست کنم، اما در نهایت با تخم‌مرغ‌های لیمویی scrambled تمامش کردم...  
تینا: اینها پیش می‌آید، نگران نباش. نکته اینجاست که وقتی شروع به افزودن تخم‌مرغ می‌کنی، نمی‌توانی دیگر هم‌زدنش را متوقف کنی، وگرنه در نهایت با تخم‌مرغ‌های سرخ‌شده مواجه می‌شوی.",Fiona wants to prepare dinner for Chris. She is thinking of Tina's tart. She will help her make it.,فیونا می‌خواهد برای کریس شام آماده کند. او در حال فکر کردن به تارت تینا است. او به او کمک خواهد کرد تا آن را درست کند.
13865384,"Peadar: So who's coming for a drink later then??!
Clare: Oh lols soz I'm not in town
Annette: A drink?!!?!!
Peadar: A drink!!!
Annette: I’m home sick soz huns
Annette: Got lung lurgy
Oli: Are people at Jesus bar now?
James: Heading to Jesus bar now! Come join :) turn left as you come into college
Anne: Woops.. . Sorry guys I double booked myself!
Helen: Yes! Jesus bar, from around 9.15 ish
Peadar: Was that just a question oli😋 or did you mean... I'll join ye😁
Oli: I cycled and ran around the bar, but couldn't find anyone 😢
Clare: You cycled around the bar?
Oli: To the bar 😅
Helen: 🙈😍😇","پدر: خب حالا کی برای نوشیدنی میاد؟!
کلر: اوه خنده‌دار، ببخشید، من شهر نیستم
آنت: یک نوشیدنی؟!!؟!!
پدر: یک نوشیدنی!!!
آنت: من دلم تنگ شده، ببخشید عزیزان
آنت: سرماخوردگی ریوی گرفته‌ام
الی: آیا الان مردم در بار عیسی هستند؟
جیمز: الان در حال رفتن به بار عیسی هستم! بیا بپیوندید :) وقتی به دانشگاه میای چپ بگرد
آن: اوپس... ببخشید بچه‌ها، دوبار وقت گذاشتم!
هلن: بله! بار عیسی، از حدود ساعت ۹:۱۵
پدر: آیا این فقط یک سوال بود الی😋 یا منظورت این بود که... می‌خوام بیام 😁
الی: من دور بار دوچرخه‌سواری و دویدن کردم، اما نتونستم کسی رو پیدا کنم 😢
کلر: تو دور بار دوچرخه‌سواری کرده‌ای؟
الی: به سمت بار 😅
هلن: 🙈😍😇",Annette is sick. James is going to the Jesus bar. Oli couldn't find anyone near the bar.,آنیت بیمار است. جیمز به بار عیسی می‌رود. اولی نتوانست کسی را در نزدیکی بار پیدا کند.
13728017,"Ryan: I have a bad feeling about this
Ryan: <file_other>
Sebastian: Ukraine...
Sebastian: This russian circus will never end...
Ryan: I hope the leaders of of nations will react somehow to this shit.
Sebastian: I hope so too :(","Ryan: من احساس بدی در مورد این دارم  
Ryan: <file_other>  
Sebastian: اوکراین...  
Sebastian: این تئاتر روسی هیچ‌گاه تمام نخواهد شد...  
Ryan: امیدوارم رهبران کشورهای مختلف به این وضعیت واکنش نشان دهند.  
Sebastian: من هم امیدوارم :(",Ryan and Sebastian are worried about the political situation in Ukraine.,رایان و سباستین نگران وضعیت سیاسی در اوکراین هستند.
13729058,"Finn: Hey
Zadie: Hi there! What's up?
Finn: All fine. You? 
Zadie: Not bad, thanks 
Finn: Look, I was thinking of going to this neighborhood called Elephant and Castle tomorrow, it's apparently full of Latin American stuff. Fancy joining? 
Zadie: Sure! But what's ""stuff""? 😂
Finn: lol So apparently it's a place were random people from ""Latin America"" (meaning fuck knows which countries) started running small businesses and restaurant, and a nice little community was formed
Zadie: Oh cool 
Finn: Then capitalism came and it's all going to be demolished soon, so it's like the last chance to go
Zadie: What a shame :( Yeah, I haven't had Latin American 😂 food for ages so I'm totally up for it
Finn: Can't wait to taste this cuisine of unspecified Latino origin lol
Zadie: 😂😂😂
Finn: But we can specify time and place if and only if you wish 
Zadie: I might be tempted to lol I'd say early evening, 2-ish?
Finn: Yeah, that's fine by me. So most of the places we want to visit are in this Elephant and Castle shopping centre. Shall I see you at the main entrance, wherever that is 
Zadie: 2 o'clock at unspecified main entrance then? Sounds good to mw
Finn: Yer
Zadie: Cool, see you there! And thanks so much for remembering about me 💜💜💜
Finn: Thanks for saying yes to such an ill-defined plan lmao 
Zadie: Ha ha You know I love those
Finn: See you tomorrow then 
Zadie: Yep Call me if you get lost
Finn: I will I will 🤙 byeeee 
Zadie: Toodles","فین: سلام  
زادی: سلام! چه خبر؟  
فین: همه چیز خوبه. تو چطوری؟  
زادی: بد نیست، مرسی  
فین: ببین، من داشتم فکر می‌کردم فردا به محله‌ای به نام الیفنت و کسل برم، ظاهراً پر از چیزهای آمریکای لاتینیه. دوست داری همراهم بیای؟  
زادی: بله! ولی ""چیزها"" یعنی چی؟ 😂  
فین: خنده‌دار بود! ظاهراً اینجا جاییه که مردم تصادفی از ""آمریکای لاتین"" (که نمی‌دونم از کدوم کشورها) شروع به راه‌اندازی کسب و کارهای کوچک و رستوران کردن، و یک جامعه کوچیک و زیبایی شکل گرفته.  
زادی: اوه جالب  
فین: بعدش سرمایه‌داری اومد و همه‌چیز به زودی تخریب میشه، پس این آخرین شانس برای رفتن به اونجاست.  
زادی: چه حیف :( آره، مدت‌هاست که غذای آمریکای لاتینی نخوردم، بنابراین کاملاً آمادگی دارم.  
فین: بی‌صبرانه منتظرم این غذای با منبع لاتینی نامشخص رو بچشم!  
زادی: 😂😂😂  
فین: ولی می‌توانیم زمان و مکان رو مشخص کنیم اگر و تنها اگر تو دوست داشته باشی.  
زادی: شاید وسوسه بشم! می‌گم اوایل عصر، حدود ساعت ۲؟  
فین: بله، برای من خوبه. بیشتر مکان‌هایی که می‌خواهیم بریم در این مرکز خرید الیفنت و کسل هست. می‌خواهی در ورودی اصلی ببینمت، هر جایی که باشه؟  
زادی: ساعت ۲ در ورودی اصلی نامشخص پس؟ به نظر خوب میاد.  
فین: باشه.  
زادی: خوب، اونجا می‌بینمت! و خیلی ممنون که به یاد من بودی 💜💜💜  
فین: ممنون از اینکه به این برنامه تعریف نشده «بله» گفتی! 😂  
زادی: ها ها! می‌دونی که من اینا رو دوست دارم.  
فین: پس فردا می‌بینمت.  
زادی: بله، اگر گم شدم به من زنگ بزن.  
فین: حتماً! 🤙 خداحافظ  
زادی: خداحافظ!",Finn and Zadie are going to Elephant and Castle tomorrow at 2. They will meet at the main entrance.,فین و زادی فردا ساعت ۲ به الیفنت و کاستل می‌روند. آنها در ورودی اصلی ملاقات خواهند کرد.
13611803,"Harry: and? have you listened to it?
Jacob: listened to what?
Harry: to the song i sent you 3 days ago -.-
Jacob: oh shit, i completely forgot...
Harry: ofc again
Jacob: don't be like this :* i'll do that later tonight
Harry: heh, okay
Harry: i'm really curious what you'll think about it
Jacob: i'll let you know, a bit busy right now, speak to you later!
Harry: okay","هری: و؟ آیا بهش گوش دادی؟  
جیکوب: به چی گوش دادم؟  
هری: به آهنگی که ۳ روز پیش برات فرستادم -.-  
جیکوب: اوه، لعنتی، کاملاً فراموش کرده بودم...  
هری: دوباره؟  
جیکوب: این‌طور نباش :* بعداً امشب این کار رو می‌کنم  
هری: هه، خوبه  
هری: واقعاً کنجکاوم ببینم چه فکری درباره‌ش می‌کنی  
جیکوب: خبرت می‌کنم، الان یه ذره مشغولم، بعداً با هم صحبت می‌کنیم!  
هری: خوب",Jacob hasn't listened to the song Harry sent him 3 days ago. Jacob will do it later tonight and let Harry know what he thinks.,یعقوب به آهنگی که هری سه روز پیش برایش فرستاده بود گوش نکرده است. یعقوب به زودی امشب به آن گوش خواهد داد و به هری خواهد گفت چه نظری دارد.
13729817,"Ray: u in ur room?
Max: no whats up
Ray: someone locked the door from outside -_-
Max: wtf xD
Ray: yeah dude cmon u gotta let me out
Max: but im out
Ray: are u kidding me
Max: sorry man XD
Ray: dude i have to pee
Max: HAHAHAHHAHAHA XD
Ray: thats not funny >.<
Max: it actually is xD
Ray: can u ask someone else to do it
Max: yea let me see if my roommates there
Ray: HURRY
Max: hes coming
Ray: tell him to HURRYYY
Max: hes on his way 
Ray: he opened it, thanks
Max: enjoy XD","ری: تو تو اتاقت هستی؟
مکس: نه، چی شده؟
ری: یکی در رو از بیرون قفل کرده -_-
مکس: چه خبر xD
ری: آره داداش، باید منو بیرون کنی
مکس: ولی من بیرونم
ری: داری شوخی می‌کنی؟
مکس: ببخشید رفیق XD
ری: داداش، من باید برم دستشویی
مکس: HAHAHAHHAHAHA XD
ری: این خنده‌دار نیست >.<
مکس: واقعاً خنده‌داره xD
ری: می‌تونی از کسی دیگه‌ای بپرسی؟
مکس: آره، بگذار ببینم هم‌اتاقی‌هام هستن یا نه
ری: زود باش 
مکس: داره میاد
ری: بهش بگو زود بیاد 
مکس: داره میاد 
ری: در رو باز کرد، مرسی
مکس: لذت ببر XD",Ray is locked in the room from the outside and he has to pee. Max's roommate will come and let him out.,ری از بیرون در اتاق قفل شده و او باید به دستشویی برود. هم‌اتاقی مکس خواهد آمد و او را بیرون خواهد آورد.
13728051,"Kim: What kind of gift would you like to get?
Kim: Mom's asking.
Harry: Haha. No need for a gift for me :D
Harry: But you can tell your mom I just bought a new sofa and I need pillows.
Harry: If she asks for the colour, tell her that grey is the best :D
Kim: Sure! Thanks for info :) ","کیم: چه نوع هدیه‌ای دوست داری بگیری؟  
کیم: مامان داره می‌پرسه.  
هری: هاها. نیازی به هدیه برای من نیست :D  
هری: ولی می‌تونی به مامانت بگی که من یک مبل جدید خریدم و به بالش نیاز دارم.  
هری: اگر از رنگش پرسید، بهش بگو که خاکستری بهترینه :D  
کیم: حتما! مرسی بابت اطلاعات :)","Kim is about to tell mom that Harry bought a new sofa, and he needs grey pillows.",کیم در حال گفتن به مادر است که هری یک مبل جدید خریده و به کوسن‌های خاکستری نیاز دارد.
13810694,"Josh: I need to buy an iPad?
Josh: do u think apple it's a good choice?
Brian: Nope, u gonna pay to have the sign of apple  on yr fucking iPad.
Josh: so what would u recommend?
Brian: u mean brands?
Brian: Samsung, Xiaomi, Sony
Brian: depends on yr budget..
Josh: let's say 2000..
Brian: what about this ? <file_other>
Brian: or this <file_other>
Brian: actually, if u want samsung I can get it cheaper for u
Josh: oh, good
Brian: call me after work, ok?
Josh: ok","جاش: من نیاز دارم یک آی‌پد بخرم؟
جاش: فکر می‌کنی اپل انتخاب خوبی هست؟
برایان: نه، تو داری بابت اینکه علامت اپل روی آی‌پد لعنتی‌ات باشه پول می‌دی.
جاش: پس چه چیزی رو پیشنهاد می‌کنی؟
برایان: منظورت برندهاست؟
برایان: سامسونگ، شیائومی، سونی
برایان: بستگی به بودجه‌ات داره...
جاش: بگذار بگویم ۲۰۰۰...
برایان: راجع به این چی؟ <file_other>
برایان: یا این <file_other>
برایان: در واقع، اگر می‌خوای سامسونگ، می‌توانم ارزان‌تر برات بگیرم.
جاش: اوه، عالیه
برایان: بعد از کار به من زنگ بزن، باشه؟
جاش: باشه","Josh wants to buy a tablet and doesn't know which brand he should choose. According to Brian, other brands are better than Apple and he can get a Samsung tablet cheaper. Josh will call Brian after work to talk about it.",جاش می‌خواهد یک تبلت بخرد و نمی‌داند کدام برند را باید انتخاب کند. به گفته برایان، برندهای دیگر بهتر از اپل هستند و می‌تواند تبلت سامسونگ را ارزان‌تر تهیه کند. جاش بعد از کار با برایان تماس خواهد گرفت تا درباره‌اش صحبت کنند.
13820547,"Olafur: are we doing anything for New Year's Eve?
Nathalie: I was thinking about something classy, like opera or sth like that
Zoe: how much does it cost?
Olafur: opera is not for me
Nathalie: so what do you propose?
Nathalie: it's 100$ 
Olafur: I was thinking about partying somewhere
Nathalie: partying sounds fun, as long as it will be classy
Zoe: <file_link>
Zoe: Breakfast at Tiffany's party sounds classy
Olafur: <file_link> 
Olafur: is it classy enough?
Nathalie: :O
Nathalie: this club is AMAZING
Zoe: whoa
Nathalie: we'll going to Soho then
Olafur: we just need to hurry up and buy some tickets soon
Zoe: sure","اولاپور: آیا برای شب سال نو برنامه‌ای داریم؟
ناتالی: به چیزی شیک فکر می‌کردم، مثل اپرا یا چیزهایی از این دست.
زویی: هزینه‌اش چقدر است؟
اولاپور: اپرا به من نمی‌چسبد.
ناتالی: پس چه چیزی پیشنهاد می‌کنی؟
ناتالی: هزینه‌اش ۱۰۰ دلار است.
اولاپور: من به برگزاری یک مهمانی در جایی فکر می‌کردم.
ناتالی: مهمانی به نظر جالب می‌رسد، به شرطی که شیک باشد.
زویی: <file_link>
زویی: مهمانی صبحانه در تیفانی به نظر شیک می‌رسد.
اولاپور: <file_link>
اولاپور: آیا به اندازه کافی شیک است؟
ناتالی: :O
ناتالی: این کلوپ فوق‌العاده است!
زویی: واو
ناتالی: پس به سوهو می‌رویم.
اولاپور: فقط باید هر چه زودتر بشتابیم و بلیت‌ها را بخریم.
زویی: حتماً.","Nathalie, Olafur and Zoe are planning the New Year's Eve. Nathalie wants something classy. Olafur doesn't like opera. They want to go to the Breakfast at Tiffany's party in Soho.",ناتالی، اولافور و زوئی در حال برنامه‌ریزی برای شب سال نو هستند. ناتالی چیز شیکی می‌خواهد. اولافور اپرا را دوست ندارد. آنها می‌خواهند به مهمانی «صبحانه در تیفانی» در سوهو بروند.
